name,nse_symbol,isin
Shivam Autotech Limited,SHIVAMAUTO,INE637H01024
Shiva Mills Limited,SHIVAMILLS,INE644Y01017
Shiva Texyarn Limited,SHIVATEX,INE705C01020
Shiv Aum Steels Limited,SHIVAUM,INE719F01016
S H Kelkar and Company Limited,SHK,INE500L01026
Shoppers Stop Limited,SHOPERSTOP,INE498B01024
Shraddha Prime Projects Limited,SHRADDHA,INE311M01018
Shradha Realty Limited,SHRADHA,INE715Y01031
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,INE232A01011
SHREE CEMENT LIMITED,SHREECEM,INE070A01015
Shreeji Shipping Global Limited,SHREEJISPG,INE1B6101010
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,INE712K01011
Shree Rama Multi-Tech Limited,SHREERAMA,INE879A01019
Shrenik Limited,SHRENIK,INE632X01030
Shreyans Industries Limited,SHREYANIND,INE231C01019
Shri Krishna Devcon Limited,SHRIKRISH,INE997I01012
Shringar House of Mangalsutra Limited,SHRINGARMS,INE1B3L01017
SPR Auto Technologies Limited,SHRIPISTON,INE526E01018
Shriram Finance Limited,SHRIRAMFIN,INE721A01047
Shriram Properties Limited,SHRIRAMPPS,INE217L01019
Shri Jagdamba Polymers Limited,SHRJAGP,INE564J01026
Shukra Pharmaceuticals Limited,SHUKRAPHAR,INE551C01044
Shyam Century Ferrous Limited,SHYAMCENT,INE979R01011
Shyam Metalics and Energy Limited,SHYAMMETL,INE810G01011
Shyam Telecom Limited,SHYAMTEL,INE635A01023
Sicagen India Limited,SICAGEN,INE176J01011
Sical Logistics Limited,SICALLOG,INE075B01020
Superior Industrial Enterprises Limited,SIEL,INE843L01012
Siemens Limited,SIEMENS,INE003A01024
Sigachi Industries Limited,SIGACHI,INE0D0K01022
Signet Industries Limited,SIGIND,INE529F01035
Sigma Solve Limited,SIGMA,INE0A0S01028
SIGMA ADVANCED SYSTEMS LIMITED,SIGMAADV,INE933B01012
Signatureglobal (India) Limited,SIGNATURE,INE903U01023
Signpost India Limited,SIGNPOST,INE0KGZ01021
Sika Interplant Systems Limited,SIKA,INE438E01032
Sikko Industries Limited,SIKKO,INE112X01025
Standard Industries Limited,SIL,INE173A01025
Silgo Retail Limited,SILGO,INE01II01013
SIL Investments Limited,SILINV,INE923A01015
Silly Monks Entertainment Limited,SILLYMONKS,INE203Y01012
Silver Touch Technologies Limited,SILVERTUC,INE625X01026
Simbhaoli Sugars Limited,SIMBHALS,INE748T01016
Simplex Infrastructures Limited,SIMPLEXINF,INE059B01024
Simplex Realty Limited,SIMPLXREA,INE167H01014
Sinclairs Hotels Limited,SINCLAIR,INE985A01022
Sindhu Trade Links Limited,SINDHUTRAD,INE325D01025
Singer India Limited,SINGERIND,INE638A01035
Sintercom India Limited,SINTERCOM,INE129Z01016
Sirca Paints India Limited,SIRCA,INE792Z01011
SIS LIMITED,SIS,INE285J01028
Siti Networks Limited,SITINET,INE965H01011
Siyaram Silk Mills Limited,SIYSIL,INE076B01028
S.J.S. Enterprises Limited,SJS,INE284S01014
SJVN Limited,SJVN,INE002L01015
SKF India Limited,SKFINDIA,INE640A01023
SKF India (Industrial) Limited,SKFINDUS,INE2J8701016
Skipper Limited,SKIPPER,INE439E01022
SKM Egg Products Export (India) Limited,SKMEGGPROD,INE411D01023
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,INE01IU01018
Skyways Air Services Limited,SKYWAYS,INE0PX301025
Smartlink Holdings Limited,SMARTLINK,INE178C01020
Smartworks Coworking Spaces Limited,SMARTWORKS,INE0NAZ01010
SMC Global Securities Limited,SMCGLOBAL,INE103C01036
SML Mahindra Limited,SMLMAH,INE294B01019
Sarthak Metals Limited,SMLT,INE017W01010
SMS Pharmaceuticals Limited,SMSPHARMA,INE812G01025
Snowman Logistics Limited,SNOWMAN,INE734N01019
Sobha Limited,SOBHA,INE671H01015
Softtech Engineers Limited,SOFTTECH,INE728Z01015
Solara Active Pharma Sciences Limited,SOLARA,INE624Z01016
Solar Industries India Limited,SOLARINDS,INE343H01029
Solarworld Energy Solutions Limited,SOLARWORLD,INE0TY101024
Solex Energy Limited,SOLEX,INE880Y01017
Somany Ceramics Limited,SOMANYCERA,INE355A01028
Soma Textiles & Industries Limited,SOMATEX,INE314C01013
Somi Conveyor Beltings Limited,SOMICONVEY,INE323J01019
Sona BLW Precision Forgings Limited,SONACOMS,INE073K01018
Sonal Mercantile Limited,SONAL,INE321M01017
SONAM LIMITED,SONAMLTD,INE00LM01029
Sonata Software Limited,SONATSOFTW,INE269A01021
Savita Oil Technologies Limited,SOTL,INE035D01020
The South Indian Bank Limited,SOUTHBANK,INE683A01023
South West Pinnacle Exploration Limited,SOUTHWEST,INE980Y01015
S. P. Apparels Limited,SPAL,INE212I01016
Spandana Sphoorty Financial Limited,SPANDANA,INE572J01011
Sun Pharma Advanced Research Company Limited,SPARC,INE232I01014
Spacenet Enterprises India Limited,SPCENET,INE970N01027
Speciality Restaurants Limited,SPECIALITY,INE247M01014
Spectrum Electrical Industries Limited,SPECTRUM,INE01EO01010
SPEL Semiconductor Limited,SPELS,INE252A01019
Spencer's Retail Limited,SPENCERS,INE020801028
Southern Petrochemicals Industries Corporation  Limited,SPIC,INE147A01011
SPL Industries Limited,SPLIL,INE978G01016
Supreme Petrochem Limited,SPLPETRO,INE663A01033
SPML Infra Limited,SPMLINFRA,INE937A01023
Sportking India Limited,SPORTKING,INE885H01029
Shankar Lal Rampal Dye-Chem Limited,SRD,INE01NE01012
Sreeleathers Limited,SREEL,INE099F01013
SRF Limited,SRF,INE647A01010
SRG Housing Finance Limited,SRGHFL,INE559N01010
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,INE917H01012
Sri KPR Industries Limited,SRIKPRIND,INE009C01019
SRM Contractors Limited,SRM,INE0R6Z01013
Shree Ram Twistex Limited,SRTL,INE19GK01015
Saraswati Saree Depot Limited,SSDL,INE0PQ101010
Steel Strips Wheels Limited,SSWL,INE802C01033
Stallion India Fluorochemicals Limited,STALLION,INE0RYC01010
Stanley Lifestyles Limited,STANLEY,INE01A001028
Strides Pharma Science Limited,STAR,INE939A01011
Star Cement Limited,STARCEMENT,INE460H01021
Star Health and Allied Insurance Company Limited,STARHEALTH,INE575P01011
Star Paper Mills Limited,STARPAPER,INE733A01018
Starteck Finance Limited,STARTECK,INE992I01013
The State Trading Corporation of India Limited,STCINDIA,INE655A01013
Steelcast Limited,STEELCAS,INE124E01038
Steel City Securities Limited,STEELCITY,INE395H01011
STEEL EXCHANGE INDIA LIMITED,STEELXIND,INE503B01021
Stel Holdings Limited,STEL,INE577L01016
Sterling Tools Limited,STERTOOLS,INE334A01023
STL Networks Limited,STLNETWORK,INE1VXE01018
Steel Strips Infrastructures Limited,STLSTRINF,INE205F01016
Sterlite Technologies Limited,STLTECH,INE089C01029
Stove Kraft Limited,STOVEKRAFT,INE00IN01015
Studds Accessories Limited,STUDDS,INE00Q601028
Seshaasai Technologies Limited,STYL,INE04VU01023
Stylam Industries Limited,STYLAMIND,INE239C01020
Baazar Style Retail Limited,STYLEBAAZA,INE01FR01028
Styrenix Performance Materials Limited,STYRENIX,INE189B01011
Subex Limited,SUBEXLTD,INE754A01055
Subros Limited,SUBROS,INE287B01021
Sudarshan Colorants India Limited,SUDARCOLOR,INE492A01029
Sudarshan Chemical Industries Limited,SUDARSCHEM,INE659A01023
Sudeep Pharma Limited,SUDEEPPHRM,INE0QPI01025
Sukhjit Starch & Chemicals Limited,SUKHJITS,INE450E01029
Sula Vineyards Limited,SULA,INE142Q01026
Sumedha Fiscal Services Limited,SUMEDHA,INE886B01012
Sumeet Industries Limited,SUMEETINDS,INE235C01036
Sumitomo Chemical India Limited,SUMICHEM,INE258G01013
Sumit Woods Limited,SUMIT,INE748Z01013
Summit Securities Limited,SUMMITSEC,INE519C01017
Sundaram Clayton Limited,SUNCLAY,INE0Q3R01026
Sundaram Multi Pap Limited,SUNDARAM,INE108E01023
Sundaram Finance Limited,SUNDARMFIN,INE660A01013
Sundaram Brake Linings Limited,SUNDRMBRAK,INE073D01013
Sundram Fasteners Limited,SUNDRMFAST,INE387A01021
Sundrop Brands Limited,SUNDROP,INE209A01019
Sunflag Iron And Steel Company Limited,SUNFLAG,INE947A01014
Sunil Healthcare Limited,SUNLOC,INE671C01016
Sun Pharmaceutical Industries Limited,SUNPHARMA,INE044A01036
Sunrakshakk Industries India Limited,SUNRAKSHAK,INE671K01027
Sunshield Chemicals Limited,SUNSHIEL,INE199E01014
Sunshine Pictures Limited,SUNSHINE,INE1B3O01011
Sunteck Realty Limited,SUNTECK,INE805D01034
Sun TV Network Limited,SUNTV,INE424H01027
Superhouse Limited,SUPERHOUSE,INE712B01010
Super Spinning Mills Limited,SUPERSPIN,INE662A01027
Suprajit Engineering Limited,SUPRAJIT,INE399C01030
Supreme Holdings & Hospitality (India) Limited,SUPREME,INE822E01011
Supreme Engineering Limited,SUPREMEENG,INE319Z01021
Supreme Industries Limited,SUPREMEIND,INE195A01028
Supreme Infrastructure India Limited,SUPREMEINF,INE550H01011
Supriya Lifescience Limited,SUPRIYA,INE07RO01027
Super Tannery Limited,SUPTANERY,INE460D01038
Suraj Estate Developers Limited,SURAJEST,INE843S01025
Suraj Limited,SURAJLTD,INE713C01016
Suraksha Diagnostic Limited,SURAKSHA,INE877V01027
Surana Solar Limited,SURANASOL,INE272L01022
Surana Telecom and Power Limited,SURANAT&P,INE130B01031
Suryalata Spinning Mills Limited,SURYALA,INE132C01027
Suryalakshmi Cotton Mills Limited,SURYALAXMI,INE713B01026
Surya Roshni Limited,SURYAROSNI,INE335A01020
Suryoday Small Finance Bank Limited,SURYODAY,INE428Q01011
Sutlej Textiles and Industries Limited,SUTLEJTEX,INE645H01027
Suven Life Sciences Limited,SUVEN,INE495B01038
Suvidhaa Infoserve Limited,SUVIDHAA,INE018401013
Suyog Telematics Limited,SUYOG,INE442P01014
Suzlon Energy Limited,SUZLON,INE040H01021
S V Global Mill Limited,SVGLOBAL,INE159L01013
Shree Vasu Logistics Limited,SVLL,INE00CE01017
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,INE308E01029
SWAN CORP LIMITED,SWANCORP,INE665A01038
Swan Defence and Heavy Industries Limited,SWANDEF,INE542F01020
Swaraj Suiting Limited,SWARAJ,INE0GMR01016
Swaraj Engines Limited,SWARAJENG,INE277A01016
Swarnsarita Jewels India Limited,SWARNSAR,INE967A01012
Swelect Energy Systems Limited,SWELECTES,INE409B01013
Swiggy Limited,SWIGGY,INE00H001014
Swiss Military Consumer Goods Limited,SWISSMLTRY,INE010C01025
Sterling and Wilson Renewable Energy Limited,SWSOLAR,INE00M201021
Symbiotec Pharmalab Limited,SYMBIOTEC,INE899I01028
Symphony Limited,SYMPHONY,INE225D01027
Syncom Formulations (India) Limited,SYNCOMF,INE312C01025
Syngene International Limited,SYNGENE,INE398R01022
Syrma SGS Technology Limited,SYRMA,INE0DYJ01015
Systematix Corporate Services Limited,SYSTMTXC,INE356B01024
Taal Tech Limited,TAALTECH,INE524T01011
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,INE123C01018
Taj GVK Hotels & Resorts Limited,TAJGVK,INE586B01026
TAKE Limited,TAKE,INE142I01023
Talbros Automotive Components Limited,TALBROAUTO,INE187D01029
Tamboli Industries Limited,TAMBOLIIN,INE864J01012
Taneja Aerospace & Aviation Limited,TANAA,INE692C01020
Tanla Platforms Limited,TANLA,INE483C01032
Tara Chand InfraLogistic Solutions Limited,TARACHAND,INE555Z01020
Tarapur Transformers Limited,TARAPUR,INE747K01017
TARC Limited,TARC,INE0EK901012
Transformers And Rectifiers (India) Limited,TARIL,INE763I01026
Tarmat Limited,TARMAT,INE924H01018
Tarsons Products Limited,TARSONS,INE144Z01023
Tasty Bite Eatables Limited,TASTYBITE,INE488B01017
Tata Capital Limited,TATACAP,INE976I01016
Tata Chemicals Limited,TATACHEM,INE092A01019
Tata Communications Limited,TATACOMM,INE151A01013
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,INE192A01025
Tata Elxsi Limited,TATAELXSI,INE670A01012
Tata Investment Corporation Limited,TATAINVEST,INE672A01026
Tata Power Company Limited,TATAPOWER,INE245A01021
Tata Steel Limited,TATASTEEL,INE081A01020
Tata Technologies Limited,TATATECH,INE142M01025
Tatva Chintan Pharma Chem Limited,TATVA,INE0GK401011
TBO Tek Limited,TBOTEK,INE673O01025
Tribhovandas Bhimji Zaveri Limited,TBZ,INE760L01018
TCC Concept Limited,TCC,INE887D01016
Transport Corporation of India Limited,TCI,INE688A01022
TCI Express Limited,TCIEXP,INE586V01016
TCI Finance Limited,TCIFINANCE,INE911B01018
TCPL Packaging Limited,TCPLPACK,INE822C01015
Tata Consultancy Services Limited,TCS,INE467B01029
TD Power Systems Limited,TDPOWERSYS,INE419M01035
Team India Guaranty Limited,TEAMGTY,INE289C01025
Teamlease Services Limited,TEAMLEASE,INE985S01024
Tech Mahindra Limited,TECHM,INE669C01036
Technocraft Ventures Limited,TECHNOCRAF,INE1D0W01018
Techno Electric & Engineering Company Limited,TECHNOE,INE285K01026
TechNVision Ventures Limited,TECHNVISN,INE314H01012
TECIL Chemicals and Hydro Power Limited,TECILCHEM,INE014B01011
Tega Industries Limited,TEGA,INE011K01018
Tejas Networks Limited,TEJASNET,INE010J01012
Tembo Global Industries Limited,TEMBO,INE869Y01028
Tempsens Instruments (India) Limited,TEMPSENS,INE1KZI01025
Tenneco Clean Air India Limited,TENNIND,INE19RI01016
Terai Tea Company Limited,TERAI,INE390D01011
Tera Software Limited,TERASOFT,INE482B01010
Texmaco Infrastructure & Holdings Limited,TEXINFRA,INE435C01024
Texmo Pipes and Products Limited,TEXMOPIPES,INE141K01013
Texmaco Rail & Engineering Limited,TEXRAIL,INE621L01012
Tourism Finance Corporation of India Limited,TFCILTD,INE305A01023
Transwarranty Finance Limited,TFL,INE804H01012
TGB Banquets And Hotels Limited,TGBHOTELS,INE797H01018
TGV Sraac Limited,TGVSL,INE284B01028
Thacker & Company Limited,THACKER,INE077P01034
Thakkers Developers Limited,THAKDEV,INE403F01017
Thangamayil Jewellery Limited,THANGAMAYL,INE085J01014
The Investment Trust Of India Limited,THEINVEST,INE924D01017
Thejo Engineering Limited,THEJO,INE121N01019
Leela Palaces Hotels & Resorts Limited,THELEELA,INE0AQ201015
Themis Medicare Limited,THEMISMED,INE083B01024
Thermax Limited,THERMAX,INE152A01029
Thomas Cook  (India)  Limited,THOMASCOOK,INE332A01027
Thomas Scott (India) Limited,THOMASCOTT,INE480M01011
Thyrocare Technologies Limited,THYROCARE,INE594H01019
Tilaknagar Industries Limited,TI,INE133E01013
Twamev Construction and Infrastructure Limited,TICL,INE388G01026
Tiger Logistics (India) Limited,TIGERLOGS,INE906O01029
Technocraft Industries (India) Limited,TIIL,INE545H01011
Tube Investments of India Limited,TIINDIA,INE974X01010
Tijaria Polypipes Limited,TIJARIA,INE440L01017
TIL Limited,TIL,INE806C01018
Time Technoplast Limited,TIMETECHNO,INE508G01029
Timex Group India Limited,TIMEX,INE064A01026
Timken India Limited,TIMKEN,INE325A01013
Tinna Rubber and Infrastructure Limited,TINNARUBR,INE015C01016
Tips Films Limited,TIPSFILMS,INE0LQS01015
Tips Music Limited,TIPSMUSIC,INE716B01029
Thirumalai Chemicals Limited,TIRUMALCHM,INE338A01024
Tirupati Forge Limited,TIRUPATIFL,INE319Y01024
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,INE615H01020
Titan Company Limited,TITAN,INE280A01028
Tamilnad Mercantile Bank Limited,TMB,INE668A01016
Tata Motors Limited,TMCV,INE1TAE01010
Tata Motors Passenger Vehicles Limited,TMPV,INE155A01022
Tamilnadu PetroProducts Limited,TNPETRO,INE148A01019
Tamil Nadu Newsprint & Papers Limited,TNPL,INE107A01015
Tamilnadu Telecommunication Limited,TNTELE,INE141D01018
Tokyo Plast International Limited,TOKYOPLAST,INE932C01012
Tolins Tyres Limited,TOLINS,INE0RWQ01014
Torrent Pharmaceuticals Limited,TORNTPHARM,INE685A01028
Torrent Power Limited,TORNTPOWER,INE813H01021
Total Transport Systems Limited,TOTAL,INE336X01012
Touchwood Entertainment Limited,TOUCHWOOD,INE486Y01013
Toyam Sports Limited,TOYAMSL,INE457P01020
Teamo Productions HQ Limited,TPHQ,INE065J01024
TPL Plastech Limited,TPLPLASTEH,INE413G01022
Tracxn Technologies Limited,TRACXN,INE0HMF01019
Transcorp International Limited,TRANSCOR,INE330E01023
Transpek Industry Limited,TRANSPEK,INE687A01016
Transrail Lighting Limited,TRANSRAILL,INE454P01035
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,INE757B01015
Travel Food Services Limited,TRAVELFOOD,INE103V01028
Tree House Education & Accessories Limited,TREEHOUSE,INE040M01013
TREJHARA SOLUTIONS LIMITED,TREJHARA,INE00CA01015
Transindia Real Estate Limited,TREL,INE0O3901029
Trent Limited,TRENT,INE849A01020
TRF Limited,TRF,INE391D01019
Trident Limited,TRIDENT,INE064C01022
Trigyn Technologies Limited,TRIGYN,INE948A01012
Triton Valves Limited,TRITONV,INE440G01017
Triveni Turbine Limited,TRITURBINE,INE152M01016
Triveni Engineering & Industries Limited,TRIVENI,INE256C01024
TruCap Finance Limited,TRU,INE615R01029
TruAlt Bioenergy Limited,TRUALT,INE0MWH01014
TSF INVESTMENTS LIMITED,TSFINV,INE202Z01029
TTK Healthcare Limited,TTKHLTCARE,INE910C01018
TTK Prestige Limited,TTKPRESTIG,INE690A01028
T T Limited,TTL,INE592B01024
Tata Teleservices (Maharashtra) Limited,TTML,INE517B01013
Turtlemint Fintech Solutions Limited,TURTLEMINT,INE0OC301013
Tuticorin Alkali Chemicals & Fertilizers Limited,TUTIALKA,INE400A01014
TVS Electronics Limited,TVSELECT,INE236G01019
TVS Holdings Limited,TVSHLTD,INE105A01035
TVS Motor Company Limited,TVSMOTOR,INE494B01023
TVS Supply Chain Solutions Limited,TVSSCS,INE395N01027
TVS Srichakra Limited,TVSSRICHAK,INE421C01016
TV Today Network Limited,TVTODAY,INE038F01029
TV Vision Limited,TVVISION,INE871L01013
United Breweries Limited,UBL,INE686F01025
UCAL LIMITED,UCAL,INE139B01016
UCO Bank,UCOBANK,INE691A01018
Uday Jewellery Industries Limited,UDAYJEW,INE551B01012
Updater Services Limited,UDS,INE851I01011
Ujaas Energy Limited,UEL,INE899L01030
United Foodbrands Limited,UFBL,INE382M01027
UFLEX Limited,UFLEX,INE516A01017
UFO Moviez India Limited,UFO,INE527H01019
The Ugar Sugar Works Limited,UGARSUGAR,INE071E01023
Ugro Capital Limited,UGROCAP,INE583D01011
Ujjivan Small Finance Bank Limited,UJJIVANSFB,INE551W01018
UltraTech Cement Limited,ULTRACEMCO,INE481G01011
Ultramarine & Pigments Limited,ULTRAMAR,INE405A01021
Uma Exports Limited,UMAEXPORTS,INE0GIU01018
Usha Martin Education & Solutions Limited,UMESLTD,INE240C01028
UMIYA BUILDCON LIMITED,UMIYA-MRO,INE398B01018
Unichem Laboratories Limited,UNICHEMLAB,INE351A01035
United Drilling Tools Limited,UNIDT,INE961D01019
Unicommerce Esolutions Limited,UNIECOM,INE00U401027
Uniphos Enterprises Limited,UNIENTER,INE037A01022
Uniinfo Telecom Services Limited,UNIINFO,INE481Z01011
Unimech Aerospace and Manufacturing Limited,UNIMECH,INE0U3I01011
Union Bank of India,UNIONBANK,INE692A01016
Uniparts India Limited,UNIPARTS,INE244O01017
United Spirits Limited,UNITDSPR,INE854D01024
Unitech Limited,UNITECH,INE694A01020
United Polyfab Gujarat Limited,UNITEDPOLY,INE368U01029
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,INE458F01011
Univastu India Limited,UNIVASTU,INE562X01013
Universal Cables Limited,UNIVCABLES,INE279A01012
Universus Photo Imagings Limited,UNIVPHOTO,INE03V001013
UNO Minda Limited,UNOMINDA,INE405E01023
U P Hotels Limited,UPHOT,INE726E01014
UPL Limited,UPL,INE628A01036
Uravi Defence and Technology Limited,URAVIDEF,INE568Z01015
Urban Company Limited,URBANCO,INE0CAZ01013
Urja Global Limited,URJA,INE550C01020
Usha Martin Limited,USHAMART,INE228A01035
Udayshivakumar Infra Limited,USK,INE0N0Y01013
UTI Asset Management Company Limited,UTIAMC,INE094J01016
Utkarsh Small Finance Bank Limited,UTKARSHBNK,INE735W01017
Fujiyama Power Systems Limited,UTLSOLAR,INE12UR01024
Uttam Sugar Mills Limited,UTTAMSUGAR,INE786F01031
U. Y. Fincorp Limited,UYFINCORP,INE152C01025
V2 Retail Limited,V2RETAIL,INE945H01021
Vadilal Industries Limited,VADILALIND,INE694D01016
Vadilal Enterprises Limited,VADILENT,INE693D01018
Vaibhav Global Limited,VAIBHAVGBL,INE884A01027
Vaishali Pharma Limited,VAISHALI,INE972X01022
Vakrangee Limited,VAKRANGEE,INE051B01021
Valiant Laboratories Limited,VALIANTLAB,INE0JWS01017
Valiant Organics Limited,VALIANTORG,INE565V01010
Vedanta Aluminium Metal Limited,VAML,INE1CDF01017
Vardhman Acrylics Limited,VARDHACRLC,INE116G01013
Vardhman Polytex Limited,VARDMNPOLY,INE835A01029
Varroc Engineering Limited,VARROC,INE665L01035
Vascon Engineers Limited,VASCONEQ,INE893I01013
Shri Vasuprada Plantations Limited,VASUPRADA,INE574G01013
Vaswani Industries Limited,VASWANI,INE590L01019
Varun Beverages Limited,VBL,INE200M01039
Vaxtex Cotfab Limited,VCL,INE098201036
VEDAVAAG Systems Limited,VEDAVAAG,INE359B01010
Vedanta Limited,VEDL,INE205A01025
Vedanta Power Limited,VEDPOWER,INE694L01019
Veedol Corporation Limited,VEEDOL,INE484C01030
Veljan Denison Limited,VELJAN,INE232E01013
Venky's (India) Limited,VENKEYS,INE398A01010
Ventive Hospitality Limited,VENTIVE,INE781S01027
Venus Pipes & Tubes Limited,VENUSPIPES,INE0JA001018
Venus Remedies Limited,VENUSREM,INE411B01019
Veranda Learning Solutions Limited,VERANDA,INE0IQ001011
Vertoz Limited,VERTOZ,INE188Y01031
Vesuvius India Limited,VESUVIUS,INE386A01023
Veto Switchgears And Cables Limited,VETO,INE918N01018
Vibrant Global Capital Limited,VGCL,INE761Q01015
VARVEE GLOBAL LIMITED,VGL,INE273D01027
V-Guard Industries Limited,VGUARD,INE951I01027
Vardhman Holdings Limited,VHL,INE701A01023
Viceroy Hotels Limited,VHLTD,INE048C01025
Vidhi Specialty Food Ingredients Limited,VIDHIING,INE632C01026
Vidya Wires Limited,VIDYAWIRES,INE14UN01029
Vijaya Diagnostic Centre Limited,VIJAYA,INE043W01024
Viji Finance Limited,VIJIFIN,INE159N01027
Vijay Solvex Limited,VIJSOLX,INE362D01010
Vikas EcoTech Limited,VIKASECO,INE806A01020
Vikas Lifecare Limited,VIKASLIFE,INE161L01027
Vikram Solar Limited,VIKRAMSOLR,INE078V01014
Vikran Engineering Limited,VIKRAN,INE01R501028
Vimta Labs Limited,VIMTALABS,INE579C01029
Vinati Organics Limited,VINATIORGA,INE410B01037
Vintage Coffee And Beverages Limited,VINCOFE,INE498Q01014
Vindhya Telelinks Limited,VINDHYATEL,INE707A01012
Vineet Laboratories Limited,VINEETLAB,INE505Y01010
Vinny Overseas Limited,VINNY,INE01KI01027
Vinyl Chemicals (India) Limited,VINYLINDIA,INE250B01029
VIP Clothing Limited,VIPCLOTHNG,INE450G01024
VIP Industries Limited,VIPIND,INE054A01027
Vipul Limited,VIPULLTD,INE946H01037
Virat Industries Limited,VIRAT,INE467D01017
Virinchi Limited,VIRINCHI,INE539B01017
Virtual Global Education Limited,VIRTUALG,INE247C01023
VISA Chrome Limited,VISACHROME,INE286H01012
Visaka Industries Limited,VISAKAIND,INE392A01021
Vishal Fabrics Limited,VISHAL,INE755Q01025
Vishnu Chemicals Limited,VISHNU,INE270I01022
Vishwaraj Sugar Industries Limited,VISHWARAJ,INE430N01022
Vedanta Iron and Steel Limited,VISL,INE1CLE01013
Vital Chemtech Limited,VITAL,INE0L4K01016
Viviana Power Tech Limited,VIVIANA,INE0MEG01014
Visagar Polytex Limited,VIVIDHA,INE370E01029
Vivimed Labs Limited,VIVIMEDLAB,INE526G01021
Vivo Bio Tech Limited,VIVOBIOT,INE380K01017
Viyash Scientific Limited,VIYASH,INE807F01027
VL E-Governance & IT Solutions Limited,VLEGOV,INE03HW01020
VLS Finance Limited,VLSFINANCE,INE709A01018
V-Mart Retail Limited,VMART,INE665J01013
Vishal Mega Mart Limited,VMM,INE01EA01019
VMS TMT Limited,VMSTMT,INE0SJA01013
Virtuoso Optoelectronics Limited,VOEPL,INE0I0T01010
Vedanta Oil and Gas Limited,VOGL,INE704J01044
Voith Paper Fabrics India Limited,VOITHPAPR,INE285C01015
Voltamp Transformers Limited,VOLTAMP,INE540H01012
Voltas Limited,VOLTAS,INE226A01021
Vishnu Prakash R Punglia Limited,VPRPL,INE0AE001013
Vraj Iron and Steel Limited,VRAJ,INE0S2V01010
VRL Logistics Limited,VRLLOG,INE366I01010
Vardhman Special Steels Limited,VSSL,INE050M01012
VST Industries Limited,VSTIND,INE710A01016
Vibhor Steel Tubes Limited,VSTL,INE0QTF01015
V.S.T Tillers Tractors Limited,VSTTILLERS,INE764D01017
Vardhman Textiles Limited,VTL,INE825A01020
VTM Limited,VTMLTD,INE222F01029
Waaree Energies Limited,WAAREEENER,INE377N01017
Indosolar Limited,WAAREEINDO,INE866K01023
Waaree Renewable Technologies Limited,WAAREERTL,INE299N01021
VA Tech Wabag Limited,WABAG,INE956G01038
Wakefit Innovations Limited,WAKEFIT,INE0E7301029
Walchandnagar Industries Limited,WALCHANNAG,INE711A01022
Wanbury Limited,WANBURY,INE107F01022
Wardwizard Innovations & Mobility Limited,WARDINMOBI,INE945P01024
Waterbase Limited,WATERBASE,INE054C01015
Western Carriers (India) Limited,WCIL,INE0CJF01024
Wealth First Portfolio Managers Limited,WEALTH,INE658T01017
Websol Energy System Limited,WEBELSOLAR,INE855C01023
Weizmann Limited,WEIZMANIND,INE080A01014
Wonder Electricals Limited,WEL,INE02WG01024
Welspun Corp Limited,WELCORP,INE191B01025
Welspun Enterprises Limited,WELENT,INE625G01013
Welspun Investments and Commercials Limited,WELINV,INE389K01018
Welspun Specialty Solutions Limited,WELSPLSOL,INE731F01037
Welspun Living Limited,WELSPUNLIV,INE192B01031
Wendt (India) Limited,WENDT,INE274C01019
WESTLIFE FOODWORLD LIMITED,WESTLIFE,INE274F01020
WE WIN LIMITED,WEWIN,INE082W01014
WeWork India Management Limited,WEWORK,INE085001019
WH Brady & Company Limited,WHBRADY,INE855A01019
Wheels India Limited,WHEELS,INE715A01015
Whirlpool of India Limited,WHIRLPOOL,INE716A01013
Williamson Magor & Company Limited,WILLAMAGOR,INE210A01017
Windlas Biotech Limited,WINDLAS,INE0H5O01029
Windsor Machines Limited,WINDMACHIN,INE052A01021
The Western India Plywoods Limited,WIPL,INE215F01023
Wipro Limited,WIPRO,INE075A01022
Wockhardt Limited,WOCKPHARMA,INE049B01025
Wonderla Holidays Limited,WONDERLA,INE066O01014
Worth Peripherals Limited,WORTHPERI,INE196Y01018
WPIL Limited,WPIL,INE765D01022
W S Industries (I) Limited,WSI,INE100D01014
West Coast Paper Mills Limited,WSTCSTPAPR,INE976A01021
Xchanging Solutions Limited,XCHANGING,INE692G01013
Xelpmoc Design And Tech Limited,XELPMOC,INE01P501012
Xpro India Limited,XPROINDIA,INE445C01015
Xtglobal Infotech Limited,XTGLOBAL,INE547B01028
Xtranet Technologies Limited,XTRANET,INE0NG701011
Yasho Industries Limited,YASHO,INE616Z01012
Yatharth Hospital & Trauma Care Services Limited,YATHARTH,INE0JO301016
Yatra Online Limited,YATRA,INE0JR601024
